College Code,College Name,Seat Category,City,branch,closing_rank
E116,"Sapthagiri NPS University-Hesarghatta Main Road, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,97031
E117,"SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad",GM,Dharwad,EC-Electronics & Communication Engineering,88474
E118,"SDM Institute of Technology, Tulu Minority-Ujjire, Dakshina Kannada",GM,Dakshina Kannada,EC-Electronics & Communication Engineering,97963
E125,"Siddaganga Institute of Technology-B H Road, Tumakuru",GM,Tumakuru,EC-Electronics & Communication Engineering,35776
E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,74763
E142,"The National Institute of Engineering South Campus-Mananthavady Road, Mysuru",GM,Mysuru,EC-Electronics & Communication Engineering,30072
E147,"Vidyavardhaka College of Engineering-Gokulam, Mysuru",GM,Mysuru,EC-Electronics & Communication Engineering,109543
E164,"Reva University-Yelahanka, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,100240
E165,"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,85976
E171,"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,75265
E187,"CMR University-Bagalur-Chagalatti, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,69337
E194,"Jain College of Engineering and Technology-Unkal, Hubballi",GM,Hubballi,EC-Electronics & Communication Engineering,89005
E198,"R V Institute of Technology and Management-J P Nagar, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,25588
E171,"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru",GM,Bengaluru,ECE-Electrical & Computer Engineering,99933
E015,"B.N.M. Institute of Technology-Banashankari, Bengaluru",GM,Bengaluru,EE-Electrical & Electronics Engineering,91589
E016,"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi",GM,Hubballi,EE-Electrical & Electronics Engineering,105816
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,Bengaluru,EE-Electrical & Electronics Engineering,54276
E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",GM,Bengaluru,EE-Electrical & Electronics Engineering,47837
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,Bengaluru,EE-Electrical & Electronics Engineering,36048
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",GM,Bengaluru,EE-Electrical & Electronics Engineering,8406
E089,"P.E.S.College of Engineering-PES College Road, Mandya",GM,Mandya,EE-Electrical & Electronics Engineering,66533
E095,"R V College of Engineering-Mysore Road, Bengaluru",GM,Bengaluru,EE-Electrical & Electronics Engineering,2424
E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",GM,Bengaluru,EE-Electrical & Electronics Engineering,89917
E117,"SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad",GM,Dharwad,EE-Electrical & Electronics Engineering,104133
E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",GM,Bengaluru,EE-Electrical & Electronics Engineering,96996
E142,"The National Institute of Engineering South Campus-Mananthavady Road, Mysuru",GM,Mysuru,EE-Electrical & Electronics Engineering,37414
E147,"Vidyavardhaka College of Engineering-Gokulam, Mysuru",GM,Mysuru,EE-Electrical & Electronics Engineering,86250
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,Bengaluru,EI-Electronics & Instrumentation Engineering,68852
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",GM,Bengaluru,EI-Electronics & Instrumentation Engineering,9756
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,Bengaluru,ET-Electronics & Telecommunication Engineering,51158
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,Bengaluru,ET-Electronics & Telecommunication Engineering,30129
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",GM,Bengaluru,ET-Electronics & Telecommunication Engineering,6767
E095,"R V College of Engineering-Mysore Road, Bengaluru",GM,Bengaluru,ET-Electronics & Telecommunication Engineering,1790
E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",GM,Bengaluru,ET-Electronics & Telecommunication Engineering,78423
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,Bengaluru,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),24466
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",GM,Bengaluru,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),6143
E033,"Cambridge Institute of Technology-K R Puram, Bengaluru",GM,Bengaluru,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),93618
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",GM,Bengaluru,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),86367
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,Bengaluru,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),10204
E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",GM,Bengaluru,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),47216
E164,"Reva University-Yelahanka, Bengaluru",GM,Bengaluru,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),93248
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",GM,Bengaluru,IM-Industrial Engineering & Management,46626
E095,"R V College of Engineering-Mysore Road, Bengaluru",GM,Bengaluru,IM-Industrial Engineering & Management,17533
E165,"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru",GM,Bengaluru,INT-Information Technology,75155
E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,106733
E012,"Atria Institute of Technology-Hebbal, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,53093
E015,"B.N.M. Institute of Technology-Banashankari, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,45911
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,24965
E021,"Bapuji Institute of Engineering and Technology-Shamanur Road, Davangere",GM,Davangere,IS-Information Science & Engineering,90931
E024,"Basaveshwar Engineering College-Vidya Nagar, Bagalkote",GM,Bagalkote,IS-Information Science & Engineering,109052
E032,"C.M.R. Institute of Technology-Brookefield, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,39306
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,94611
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,10627
E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,109945
E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,92682
E055,"GSSS Institute of Engineering and Technology for Women-Metagalli, Mysuru",GM,Mysuru,IS-Information Science & Engineering,88717
E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,107604
E061,JSS Science and Technology University-Mysuru,GM,,IS-Information Science & Engineering,26486
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,3030
E078,"Maharaja Institute of Technology-Belawadi, Mandya",GM,Mandya,IS-Information Science & Engineering,102839
E089,"P.E.S.College of Engineering-PES College Road, Mandya",GM,Mandya,IS-Information Science & Engineering,92865
E107,"SJB Institute of Technology-Kengeri, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,94373
E117,"SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad",GM,Dharwad,IS-Information Science & Engineering,79990
E125,"Siddaganga Institute of Technology-B H Road, Tumakuru",GM,Tumakuru,IS-Information Science & Engineering,27637
E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,53985
E164,"Reva University-Yelahanka, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,81333
E173,"Presidency University-Yelahanka, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,51906
E197,"M.S. Ramaiah University of Applied Sciences-MSR Nagar, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,39103
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,Bengaluru,MD-Medical Electronics Engineering,71114
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",GM,Bengaluru,MD-Medical Electronics Engineering,51999
E016,"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi",GM,Hubballi,ME-Mechanical Engineering,81153
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,Bengaluru,ME-Mechanical Engineering,99493
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",GM,Bengaluru,ME-Mechanical Engineering,21793
E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",GM,Bengaluru,ME-Mechanical Engineering,68406
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",GM,Bengaluru,ME-Mechanical Engineering,91599
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,Bengaluru,ME-Mechanical Engineering,55934
E061,JSS Science and Technology University-Mysuru,GM,,ME-Mechanical Engineering,93758
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",GM,Bengaluru,ME-Mechanical Engineering,25278
E095,"R V College of Engineering-Mysore Road, Bengaluru",GM,Bengaluru,ME-Mechanical Engineering,7032
E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",GM,Bengaluru,ME-Mechanical Engineering,89591
E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",GM,Bengaluru,ME-Mechanical Engineering,106568
E142,"The National Institute of Engineering South Campus-Mananthavady Road, Mysuru",GM,Mysuru,ME-Mechanical Engineering,65094
E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",GM,Bengaluru,RA-Robotics & Automation,100246
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,Bengaluru,RI-Robotics & Artificial Intelligence,30233
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,Bengaluru,RI-Robotics & Artificial Intelligence,12335
E089,"P.E.S.College of Engineering-PES College Road, Mandya",GM,Mandya,RI-Robotics & Artificial Intelligence,49355
E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",GM,Bengaluru,RI-Robotics & Artificial Intelligence,73039
E171,"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru",GM,Bengaluru,RI-Robotics & Artificial Intelligence,86220
E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",GM,Bengaluru,UE-Electronics & Computer Engineering,102189
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,Bengaluru,VL-Electronics Engineering (VLSI Design & Technology),42283
E016,"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi",GM,Hubballi,VLS-VLSI,73602
