College Code,College Name,Seat Category,City,branch,closing_rank
E016,"KLE Technological University Formerly known as BVBCET- Vidyanagar, Hubballi",GM,Hubballi,CV-Civil Engineering,94080
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,Bengaluru,CV-Civil Engineering,68680
E024,"Basaveshwar Engineering College-Vidya Nagar, Bagalkote",GM,Bagalkote,CV-Civil Engineering,99685
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",GM,Bengaluru,CV-Civil Engineering,61017
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",KKR,Bengaluru,CV-Civil Engineering,77487
E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",GM,Bengaluru,CV-Civil Engineering,36264
E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",GM,Bengaluru,CV-Civil Engineering,68354
E061,JSS Science and Technology University-Mysuru,GM,,CV-Civil Engineering,55170
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",GM,Bengaluru,CV-Civil Engineering,81716
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",KKR,Bengaluru,CV-Civil Engineering,89944
E086,"Nitte Meenakshi Institute of Technology-Yelahanka, Bengaluru",GM,Bengaluru,CV-Civil Engineering,93852
E095,"R V College of Engineering-Mysore Road, Bengaluru",GM,Bengaluru,CV-Civil Engineering,37093
E095,"R V College of Engineering-Mysore Road, Bengaluru",KKR,Bengaluru,CV-Civil Engineering,62399
E117,"SDM College of Engineering and Technology, Tulu Minority- Kalaghatagi, Dharwad",GM,Dharwad,CV-Civil Engineering,41241
E142,"The National Institute of Engineering South Campus- Mananthavady Road, Mysuru",GM,Mysuru,CV-Civil Engineering,59393
E164,"Reva University-Yelahanka, Bengaluru",GM,Bengaluru,CV-Civil Engineering,30418
E173,"Presidency University-Yelahanka, Bengaluru",GM,Bengaluru,CV-Civil Engineering,71470
E197,"M.S. Ramaiah University of Applied Sciences-MSR Nagar, Bengaluru",GM,Bengaluru,CV-Civil Engineering,69907
E011,"APS College of Engineering-Kanakapura Road, Bengaluru",GM,Bengaluru,CY-Computer Science & Engineering (Cyber Security),52152
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",GM,Bengaluru,CY-Computer Science & Engineering (Cyber Security),54565
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",KKR,Bengaluru,CY-Computer Science & Engineering (Cyber Security),49312
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,Bengaluru,CY-Computer Science & Engineering (Cyber Security),7553
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",KKR,Bengaluru,CY-Computer Science & Engineering (Cyber Security),14089
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",GM,Bengaluru,CY-Computer Science & Engineering (Cyber Security),2990
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",KKR,Bengaluru,CY-Computer Science & Engineering (Cyber Security),12778
E095,"R V College of Engineering-Mysore Road, Bengaluru",GM,Bengaluru,CY-Computer Science & Engineering (Cyber Security),862
E095,"R V College of Engineering-Mysore Road, Bengaluru",KKR,Bengaluru,CY-Computer Science & Engineering (Cyber Security),2834
E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",GM,Bengaluru,CY-Computer Science & Engineering (Cyber Security),49216
E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",KKR,Bengaluru,CY-Computer Science & Engineering (Cyber Security),46381
E137,"Sri Venkateshwara College of Engineering-KIAL Road, Bengaluru",GM,Bengaluru,CY-Computer Science & Engineering (Cyber Security),62764
E152,"ATME College of Engineering-Bannur Road, Mysuru",GM,Mysuru,CY-Computer Science & Engineering (Cyber Security),89303
E161,"Cambridge Institute of Technology North Campus-Kundana, Bengaluru",GM,Bengaluru,CY-Computer Science & Engineering (Cyber Security),45436
E165,"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru",GM,Bengaluru,CY-Computer Science & Engineering (Cyber Security),38367
E141,"T. John Institute of Technology-Bannerghatta Road, Bengaluru",GM,Bengaluru,DS-Data Science,80124
E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,48966
E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",KKR,Bengaluru,EC-Electronics & Communication Engineering,72647
E004,"Adichunchanagiri Institute Of Technology-Jyothi Nagara, Chikkamagaluru",GM,Chikkamagaluru,EC-Electronics & Communication Engineering,80525
E007,"AMC Engineering College-Bannerghatta Rd, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,86980
E007,"AMC Engineering College-Bannerghatta Rd, Bengaluru",KKR,Bengaluru,EC-Electronics & Communication Engineering,69006
E015,"B.N.M. Institute of Technology-Banashankari, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,60533
E015,"B.N.M. Institute of Technology-Banashankari, Bengaluru",KKR,Bengaluru,EC-Electronics & Communication Engineering,67647
E016,"KLE Technological University Formerly known as BVBCET- Vidyanagar, Hubballi",GM,Hubballi,EC-Electronics & Communication Engineering,76965
E016,"KLE Technological University Formerly known as BVBCET- Vidyanagar, Hubballi",KKR,Hubballi,EC-Electronics & Communication Engineering,60684
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,29050
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",KKR,Bengaluru,EC-Electronics & Communication Engineering,39505
E021,"Bapuji Institute of Engineering and Technology-Shamanur Road, Davangere",GM,Davangere,EC-Electronics & Communication Engineering,96226
E021,"Bapuji Institute of Engineering and Technology-Shamanur Road, Davangere",KKR,Davangere,EC-Electronics & Communication Engineering,83784
E024,"Basaveshwar Engineering College-Vidya Nagar, Bagalkote",GM,Bagalkote,EC-Electronics & Communication Engineering,89042
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,6782
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",KKR,Bengaluru,EC-Electronics & Communication Engineering,16231
E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,24247
E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",KKR,Bengaluru,EC-Electronics & Communication Engineering,46639
E032,"C.M.R. Institute of Technology-Brookefield, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,72999
E032,"C.M.R. Institute of Technology-Brookefield, Bengaluru",KKR,Bengaluru,EC-Electronics & Communication Engineering,78075
E033,"Cambridge Institute of Technology-K R Puram, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,64075
E037,"City Engineering College-Doddakalasandra, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,72611
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,91193
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",KKR,Bengaluru,EC-Electronics & Communication Engineering,47070
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,16919
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",KKR,Bengaluru,EC-Electronics & Communication Engineering,23868
E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,56222
E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",KKR,Bengaluru,EC-Electronics & Communication Engineering,64294
E046,"East Point College of Engineering and Technology- Avalahalli, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,80804
E048,"East West Institute of Technology-BEL Layout, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,68031
E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,95307
E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",KKR,Bengaluru,EC-Electronics & Communication Engineering,95763
E055,"GSSS Institute of Engineering and Technology for Women- Metagalli, Mysuru",GM,Mysuru,EC-Electronics & Communication Engineering,99684
E059,"Jawaharlal Nehru New College of Engineering JNNCE- Swalanga Road, Shivamogga",GM,Shivamogga,EC-Electronics & Communication Engineering,92231
E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,60050
E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",KKR,Bengaluru,EC-Electronics & Communication Engineering,71154
E062,"Jain College of Engineering-T.S Nagar, Belagavi",GM,Belagavi,EC-Electronics & Communication Engineering,55029
E064,"Jain College of Engineering and Research-Udyambag, Belagavi",GM,Belagavi,EC-Electronics & Communication Engineering,93749
E065,"KLE Technological University Formerly called as KLE Dr. M.S. Sheshgiri College of Engineering and Technology- Udyambag, Belagavi",GM,Belagavi,EC-Electronics & Communication Engineering,98634
E068,"K.S. Institute of Technology-Kanakapura Main Road, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,66167
E072,"K L E Institute of Technology-Gokul, Hubbali",GM,Hubbali,EC-Electronics & Communication Engineering,93787
E072,"K L E Institute of Technology-Gokul, Hubbali",KKR,Hubbali,EC-Electronics & Communication Engineering,88095
E073,"KLS Gogte Institute of Technology-Udyambag, Belagavi",GM,Belagavi,EC-Electronics & Communication Engineering,93986
E073,"KLS Gogte Institute of Technology-Udyambag, Belagavi",KKR,Belagavi,EC-Electronics & Communication Engineering,95557
E074,"KLS Vishwanathrao Deshpande Institute of Technology- Dandeli Road, Haliyal",GM,Haliyal,EC-Electronics & Communication Engineering,94759
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,5798
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",KKR,Bengaluru,EC-Electronics & Communication Engineering,10929
E078,"Maharaja Institute of Technology-Belawadi, Mandya",GM,Mandya,EC-Electronics & Communication Engineering,99974
E080,"Mangalore Institute of Technology and Engineering- Moodbidri, Mangaluru",GM,Mangaluru,EC-Electronics & Communication Engineering,23425
E082,"Maharaja Institute of Technology-Thandavapura, Mysuru",GM,Mysuru,EC-Electronics & Communication Engineering,89849
E084,"Nagarjuna College of Engineering And Technology- Devanahalli, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,77211
E086,"Nitte Meenakshi Institute of Technology-Yelahanka, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,39097
E086,"Nitte Meenakshi Institute of Technology-Yelahanka, Bengaluru",KKR,Bengaluru,EC-Electronics & Communication Engineering,64435
E089,"P.E.S.College of Engineering-PES College Road, Mandya",GM,Mandya,EC-Electronics & Communication Engineering,38987
E095,"R V College of Engineering-Mysore Road, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,1636
E095,"R V College of Engineering-Mysore Road, Bengaluru",KKR,Bengaluru,EC-Electronics & Communication Engineering,5164
E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,90378
E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",KKR,Bengaluru,EC-Electronics & Communication Engineering,65463
E107,"SJB Institute of Technology-Kengeri, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,56636
E110,"SSETs S.G. Balekundri Institute of Technology-Shivabasva Nagar, Belagavi",GM,Belagavi,EC-Electronics & Communication Engineering,77011
E112,"Sahyadri College of Engineering and Management-Adyar, Mangaluru",GM,Mangaluru,EC-Electronics & Communication Engineering,66779
E113,"Sai Vidya Institute of Technology-Rajan Kunte, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,73867
E117,"SDM College of Engineering and Technology, Tulu Minority- Kalaghatagi, Dharwad",GM,Dharwad,EC-Electronics & Communication Engineering,95570
E117,"SDM College of Engineering and Technology, Tulu Minority- Kalaghatagi, Dharwad",KKR,Dharwad,EC-Electronics & Communication Engineering,93641
E125,"Siddaganga Institute of Technology-B H Road, Tumakuru",GM,Tumakuru,EC-Electronics & Communication Engineering,49202
E125,"Siddaganga Institute of Technology-B H Road, Tumakuru",KKR,Tumakuru,EC-Electronics & Communication Engineering,39408
E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,69137
E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",KKR,Bengaluru,EC-Electronics & Communication Engineering,89012
E128,"Smt. Kamala and Sri Venkappa M. Agadi College of Engineering and Technology-Laxmeswar, Gadag",GM,Gadag,EC-Electronics & Communication Engineering,92571
E137,"Sri Venkateshwara College of Engineering-KIAL Road, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,57892
E142,"The National Institute of Engineering South Campus- Mananthavady Road, Mysuru",GM,Mysuru,EC-Electronics & Communication Engineering,29308
E142,"The National Institute of Engineering South Campus- Mananthavady Road, Mysuru",KKR,Mysuru,EC-Electronics & Communication Engineering,32111
E147,"Vidyavardhaka College of Engineering-Gokulam, Mysuru",GM,Mysuru,EC-Electronics & Communication Engineering,77756
E164,"Reva University-Yelahanka, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,54133
E164,"Reva University-Yelahanka, Bengaluru",KKR,Bengaluru,EC-Electronics & Communication Engineering,52598
E165,"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,28364
E171,"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,7527
E187,"CMR University-Bagalur-Chagalatti, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,80981
E187,"CMR University-Bagalur-Chagalatti, Bengaluru",KKR,Bengaluru,EC-Electronics & Communication Engineering,54946
E194,"Jain College of Engineering and Technology-Unkal, Hubballi",GM,Hubballi,EC-Electronics & Communication Engineering,55433
E198,"R V Institute of Technology and Management-J P Nagar, Bengaluru",GM,Bengaluru,EC-Electronics & Communication Engineering,22853
E198,"R V Institute of Technology and Management-J P Nagar, Bengaluru",KKR,Bengaluru,EC-Electronics & Communication Engineering,32764
E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",GM,Bengaluru,EE-Electrical & Electronics Engineering,53340
E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",KKR,Bengaluru,EE-Electrical & Electronics Engineering,68728
E015,"B.N.M. Institute of Technology-Banashankari, Bengaluru",GM,Bengaluru,EE-Electrical & Electronics Engineering,61025
E015,"B.N.M. Institute of Technology-Banashankari, Bengaluru",KKR,Bengaluru,EE-Electrical & Electronics Engineering,74480
E016,"KLE Technological University Formerly known as BVBCET- Vidyanagar, Hubballi",GM,Hubballi,EE-Electrical & Electronics Engineering,99769
E016,"KLE Technological University Formerly known as BVBCET- Vidyanagar, Hubballi",KKR,Hubballi,EE-Electrical & Electronics Engineering,87923
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,Bengaluru,EE-Electrical & Electronics Engineering,67183
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",KKR,Bengaluru,EE-Electrical & Electronics Engineering,67840
E021,"Bapuji Institute of Engineering and Technology-Shamanur Road, Davangere",GM,Davangere,EE-Electrical & Electronics Engineering,84225
E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",GM,Bengaluru,EE-Electrical & Electronics Engineering,37543
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",GM,Bengaluru,EE-Electrical & Electronics Engineering,38173
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,Bengaluru,EE-Electrical & Electronics Engineering,52159
E041,"DON BOSCO Institute of Technology-Kumbalgodu, Bengaluru",GM,Bengaluru,EE-Electrical & Electronics Engineering,68146
E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",GM,Bengaluru,EE-Electrical & Electronics Engineering,75085
E072,"K L E Institute of Technology-Gokul, Hubbali",GM,Hubbali,EE-Electrical & Electronics Engineering,94440
E073,"KLS Gogte Institute of Technology-Udyambag, Belagavi",GM,Belagavi,EE-Electrical & Electronics Engineering,73191
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",GM,Bengaluru,EE-Electrical & Electronics Engineering,9593
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",KKR,Bengaluru,EE-Electrical & Electronics Engineering,26576
E086,"Nitte Meenakshi Institute of Technology-Yelahanka, Bengaluru",GM,Bengaluru,EE-Electrical & Electronics Engineering,64782
E095,"R V College of Engineering-Mysore Road, Bengaluru",GM,Bengaluru,EE-Electrical & Electronics Engineering,4848
E095,"R V College of Engineering-Mysore Road, Bengaluru",KKR,Bengaluru,EE-Electrical & Electronics Engineering,18394
E117,"SDM College of Engineering and Technology, Tulu Minority- Kalaghatagi, Dharwad",GM,Dharwad,EE-Electrical & Electronics Engineering,85432
E117,"SDM College of Engineering and Technology, Tulu Minority- Kalaghatagi, Dharwad",KKR,Dharwad,EE-Electrical & Electronics Engineering,90393
E125,"Siddaganga Institute of Technology-B H Road, Tumakuru",GM,Tumakuru,EE-Electrical & Electronics Engineering,54573
E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",GM,Bengaluru,EE-Electrical & Electronics Engineering,58747
E142,"The National Institute of Engineering South Campus- Mananthavady Road, Mysuru",GM,Mysuru,EE-Electrical & Electronics Engineering,57819
E142,"The National Institute of Engineering South Campus- Mananthavady Road, Mysuru",KKR,Mysuru,EE-Electrical & Electronics Engineering,87272
E147,"Vidyavardhaka College of Engineering-Gokulam, Mysuru",GM,Mysuru,EE-Electrical & Electronics Engineering,89391
E164,"Reva University-Yelahanka, Bengaluru",GM,Bengaluru,EE-Electrical & Electronics Engineering,55925
E165,"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru",GM,Bengaluru,EE-Electrical & Electronics Engineering,98617
E173,"Presidency University-Yelahanka, Bengaluru",GM,Bengaluru,EE-Electrical & Electronics Engineering,98399
E125,"Siddaganga Institute of Technology-B H Road, Tumakuru",GM,Tumakuru,EIE-Electronics & Instrumentation Engineering (Inst. Technology),82084
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,Bengaluru,EI-Electronics & Instrumentation Engineering,98313
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,Bengaluru,EI-Electronics & Instrumentation Engineering,55579
E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",GM,Bengaluru,EI-Electronics & Instrumentation Engineering,47943
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",GM,Bengaluru,EI-Electronics & Instrumentation Engineering,11355
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",KKR,Bengaluru,EI-Electronics & Instrumentation Engineering,21114
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,Bengaluru,ET-Electronics & Telecommunication Engineering,87996
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",KKR,Bengaluru,ET-Electronics & Telecommunication Engineering,55888
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,Bengaluru,ET-Electronics & Telecommunication Engineering,42918
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",KKR,Bengaluru,ET-Electronics & Telecommunication Engineering,74743
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",GM,Bengaluru,ET-Electronics & Telecommunication Engineering,9112
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",KKR,Bengaluru,ET-Electronics & Telecommunication Engineering,11470
E095,"R V College of Engineering-Mysore Road, Bengaluru",GM,Bengaluru,ET-Electronics & Telecommunication Engineering,3086
E095,"R V College of Engineering-Mysore Road, Bengaluru",KKR,Bengaluru,ET-Electronics & Telecommunication Engineering,8527
E125,"Siddaganga Institute of Technology-B H Road, Tumakuru",GM,Tumakuru,ET-Electronics & Telecommunication Engineering,60147
E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",GM,Bengaluru,ET-Electronics & Telecommunication Engineering,29786
E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",KKR,Bengaluru,ET-Electronics & Telecommunication Engineering,85096
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,Bengaluru,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),17469
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",KKR,Bengaluru,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),32750
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",GM,Bengaluru,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),4024
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",KKR,Bengaluru,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),10638
E033,"Cambridge Institute of Technology-K R Puram, Bengaluru",GM,Bengaluru,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),86935
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",GM,Bengaluru,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),83190
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,Bengaluru,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),8634
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",KKR,Bengaluru,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),20086
E046,"East Point College of Engineering and Technology- Avalahalli, Bengaluru",GM,Bengaluru,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),77102
E048,"East West Institute of Technology-BEL Layout, Bengaluru",GM,Bengaluru,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),50857
E068,"K.S. Institute of Technology-Kanakapura Main Road, Bengaluru",GM,Bengaluru,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),91244
E097,"R.R. Institute of Technology-Chikkabanavara, Bengaluru",GM,Bengaluru,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),42439
E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",GM,Bengaluru,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),30392
E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",KKR,Bengaluru,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),64214
E141,"T. John Institute of Technology-Bannerghatta Road, Bengaluru",GM,Bengaluru,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),85034
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",GM,Bengaluru,IM-Industrial Engineering & Management,93650
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",KKR,Bengaluru,IM-Industrial Engineering & Management,88553
E095,"R V College of Engineering-Mysore Road, Bengaluru",GM,Bengaluru,IM-Industrial Engineering & Management,26722
E095,"R V College of Engineering-Mysore Road, Bengaluru",KKR,Bengaluru,IM-Industrial Engineering & Management,50005
E165,"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru",GM,Bengaluru,INT-Information Technology,55092
E165,"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru",KKR,Bengaluru,INT-Information Technology,99005
E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,61684
E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",KKR,Bengaluru,IS-Information Science & Engineering,70849
E006,"Alvas Institute of Engineering and Technology-Moodbidri, Mangaluru",GM,Mangaluru,IS-Information Science & Engineering,66409
E007,"AMC Engineering College-Bannerghatta Rd, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,75402
E011,"APS College of Engineering-Kanakapura Road, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,69473
E012,"Atria Institute of Technology-Hebbal, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,91245
E015,"B.N.M. Institute of Technology-Banashankari, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,40347
E015,"B.N.M. Institute of Technology-Banashankari, Bengaluru",KKR,Bengaluru,IS-Information Science & Engineering,51705
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,18608
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",KKR,Bengaluru,IS-Information Science & Engineering,30504
E021,"Bapuji Institute of Engineering and Technology-Shamanur Road, Davangere",GM,Davangere,IS-Information Science & Engineering,101492
E021,"Bapuji Institute of Engineering and Technology-Shamanur Road, Davangere",KKR,Davangere,IS-Information Science & Engineering,74407
E024,"Basaveshwar Engineering College-Vidya Nagar, Bagalkote",GM,Bagalkote,IS-Information Science & Engineering,91890
E026,"BLDEAs V.P. Dr.P.G.Halakatti College of Engineering and Technology-Ashram Road, Vijayapura",GM,Vijayapura,IS-Information Science & Engineering,77074
E032,"C.M.R. Institute of Technology-Brookefield, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,53068
E032,"C.M.R. Institute of Technology-Brookefield, Bengaluru",KKR,Bengaluru,IS-Information Science & Engineering,61870
E033,"Cambridge Institute of Technology-K R Puram, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,89496
E035,"Channabasaveshwara Institute of Technology- Gubbi, Tumakuru",GM,Tumakuru,IS-Information Science & Engineering,89505
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,91258
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",KKR,Bengaluru,IS-Information Science & Engineering,59021
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,8418
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",KKR,Bengaluru,IS-Information Science & Engineering,17381
E041,"DON BOSCO Institute of Technology-Kumbalgodu, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,64523
E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,96203
E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",KKR,Bengaluru,IS-Information Science & Engineering,65476
E046,"East Point College of Engineering and Technology- Avalahalli, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,87738
E048,"East West Institute of Technology-BEL Layout, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,63334
E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,85615
E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",KKR,Bengaluru,IS-Information Science & Engineering,56198
E051,"GM Institute of Technology-P B Road, Davangere",GM,Davangere,IS-Information Science & Engineering,78191
E053,"Gopalan College of Engineering And Management- Whitefield, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,98511
E055,"GSSS Institute of Engineering and Technology for Women- Metagalli, Mysuru",GM,Mysuru,IS-Information Science & Engineering,69773
E059,"Jawaharlal Nehru New College of Engineering JNNCE- Swalanga Road, Shivamogga",GM,Shivamogga,IS-Information Science & Engineering,96532
E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",GM,Bengaluru,IS-Information Science & Engineering,100258
